polarity,publish_date
0.0,20030222
0.2,20030222
0.0,20030222
0.0,20030222
0.0,20030222
-0.1555555555555556,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.1,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.13636363636363635,20030222
-0.5,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.3,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.3,20030222
0.0,20030222
0.2,20030222
0.0,20030222
-0.05,20030222
0.5,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
-0.1555555555555556,20030222
0.0,20030222
0.0,20030222
-0.2,20030222
-0.2,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
-0.08333333333333333,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.25,20030222
0.0,20030222
0.0,20030222
0.0,20030222
-0.5,20030222
0.16,20030222
0.0,20030222
0.0,20030222
0.0,20030222
-0.15000000000000002,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.5666666666666667,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.1,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
-0.2,20030222
0.0,20030222
0.0,20030222
-0.2,20030222
0.0,20030222
0.0,20030222
0.8,20030222
0.11363636363636365,20030222
0.3666666666666667,20030222
0.0,20030222
0.0,20030222
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
-0.3,20030223
0.0,20030223
0.2,20030223
0.0,20030223
0.35,20030223
0.0,20030223
-0.15000000000000002,20030223
0.13636363636363635,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.25,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
-0.25,20030223
-0.2,20030223
0.0,20030223
0.16666666666666666,20030223
0.0,20030223
0.0,20030223
-0.2,20030223
0.0,20030223
0.0,20030223
0.06818181818181818,20030223
0.0,20030223
0.0,20030223
-0.13333333333333333,20030223
0.0,20030223
0.0,20030223
0.3,20030223
-0.6,20030223
-0.5,20030223
0.0,20030223
0.1,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
-0.1,20030223
0.0,20030223
0.0,20030223
0.0,20030223
-0.05,20030223
0.0,20030223
0.2,20030223
-0.2916666666666667,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.5,20030223
0.0,20030223
0.0,20030223
0.35714285714285715,20030223
0.0,20030223
0.0,20030223
0.5,20030223
0.0,20030223
0.0,20030223
0.0,20030223
-0.6,20030223
-0.6,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
-0.16666666666666666,20030223
0.0,20030223
0.5,20030223
-0.2,20030223
0.0,20030223
0.0,20030223
0.13636363636363635,20030223
-0.1,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.5,20030223
0.0,20030223
0.0,20030223
-0.5,20030223
0.3,20030223
0.0,20030223
1.0,20030223
-0.05,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.2,20030223
0.0,20030223
0.0,20030223
0.0,20030223
-0.2,20030223
-0.2,20030223
0.1,20030223
0.0,20030223
0.0,20030223
0.16666666666666666,20030223
0.0,20030223
-0.1555555555555556,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
-0.2307692307692308,20030223
0.16666666666666666,20030223
-0.17857142857142858,20030223
0.0,20030223
0.0,20030223
0.0,20030223
-0.16666666666666666,20030223
0.0,20030223
0.0,20030223
0.13636363636363635,20030223
0.0,20030223
0.0,20030223
0.0,20030223
0.0,20030223
-0.05,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.2,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.25,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.25,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.1555555555555556,20030224
-0.2,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.2,20030224
0.5,20030224
0.06818181818181818,20030224
0.3666666666666667,20030224
0.0,20030224
0.0,20030224
-0.1,20030224
-0.1875,20030224
0.0,20030224
-0.2,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.2,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.1,20030224
0.0,20030224
-0.1851851851851852,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.2,20030224
0.0,20030224
0.1,20030224
-0.125,20030224
0.0,20030224
0.0,20030224
-0.5,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.5,20030224
-0.30000000000000004,20030224
0.0,20030224
0.0,20030224
0.16,20030224
0.0,20030224
0.5,20030224
0.0,20030224
0.0,20030224
-0.25,20030224
0.0,20030224
-0.15000000000000002,20030224
0.0,20030224
0.13636363636363635,20030224
0.13636363636363635,20030224
-0.1,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.13636363636363635,20030224
-0.05,20030224
0.0,20030224
0.7,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.2916666666666667,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.1,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.1555555555555556,20030224
0.3666666666666667,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.5,20030224
0.9,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.1555555555555556,20030224
0.0,20030224
0.2,20030224
0.0,20030224
0.25,20030224
0.25,20030224
0.5,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.13636363636363635,20030224
0.13636363636363635,20030224
0.0,20030224
0.13636363636363635,20030224
0.13636363636363635,20030224
0.06818181818181818,20030224
0.0,20030224
0.3,20030224
0.0,20030224
0.13636363636363635,20030224
0.0,20030224
0.2,20030224
0.0,20030224
0.7,20030224
0.0,20030224
0.0,20030224
-0.2,20030224
0.0,20030224
0.5,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.07500000000000001,20030224
-0.1,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.2,20030224
0.125,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.08333333333333333,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.05,20030224
0.0,20030224
0.0,20030224
-0.3,20030224
0.05,20030224
0.05,20030224
0.1,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.2,20030224
0.35,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.2,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.17857142857142858,20030224
0.0,20030224
0.0,20030224
-0.2,20030224
0.0,20030224
0.0,20030224
0.8,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.012499999999999995,20030224
-0.1,20030224
0.0,20030224
0.5,20030224
0.0,20030224
0.0,20030224
-0.2,20030224
-0.5,20030224
0.0,20030224
0.0,20030224
-0.6000000000000001,20030224
0.2,20030224
0.0,20030224
-0.6,20030224
-0.1,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
0.0,20030224
-0.2,20030224
0.0,20030224
0.0,20030224
0.25,20030224
-0.6,20030224
0.1,20030224
0.65,20030224
0.0,20030225
-0.16666666666666666,20030225
0.25,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.75,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.1,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.8,20030225
0.08,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.1,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.5,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.8,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.5,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.2,20030225
0.0,20030225
-1.0,20030225
0.3,20030225
0.0,20030225
0.1,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.2,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.1,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.8,20030225
0.1,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.5,20030225
-0.2,20030225
0.0,20030225
-0.5,20030225
0.0,20030225
0.0,20030225
0.13636363636363635,20030225
0.0,20030225
-0.17857142857142858,20030225
-0.4,20030225
0.2,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.1,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.13636363636363635,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.4,20030225
0.0,20030225
0.0,20030225
-0.1,20030225
0.0,20030225
-0.5,20030225
0.0,20030225
-0.05,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.05,20030225
0.0,20030225
-0.05,20030225
0.0,20030225
0.13636363636363635,20030225
0.5,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.4,20030225
0.15,20030225
0.15,20030225
0.5,20030225
0.5,20030225
0.5,20030225
0.0,20030225
0.1,20030225
0.1,20030225
0.04545454545454545,20030225
0.13636363636363635,20030225
0.13636363636363635,20030225
-0.02110389610389611,20030225
0.0,20030225
0.0,20030225
0.5,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.13636363636363635,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.07500000000000001,20030225
0.0,20030225
-0.07500000000000001,20030225
0.0,20030225
-0.6999999999999998,20030225
0.0,20030225
0.0,20030225
0.05000000000000002,20030225
0.25,20030225
0.2,20030225
0.3,20030225
0.0,20030225
0.0,20030225
-0.5,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.1,20030225
0.0,20030225
0.0,20030225
0.6,20030225
0.3,20030225
0.0,20030225
0.0,20030225
0.3,20030225
0.2,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.5,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.6,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.1555555555555556,20030225
0.0,20030225
0.0,20030225
0.5,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.0,20030225
-0.1,20030225
0.0,20030225
0.5,20030225
0.1,20030225
-0.2,20030225
0.0,20030225
0.5,20030225
0.5,20030225
-0.2,20030225
0.1,20030225
0.0,20030225
0.0,20030225
-0.2,20030225
0.0,20030225
-0.2,20030225
0.0,20030225
0.0,20030225
0.1,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.25,20030225
0.10000000000000002,20030225
0.0,20030225
0.0,20030225
0.0,20030225
0.13636363636363635,20030225
0.0,20030225
0.0,20030225
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.3,20030226
0.0,20030226
0.0,20030226
-0.5,20030226
0.0,20030226
-0.07500000000000001,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
-0.25,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
-0.2,20030226
0.0,20030226
0.1481818181818182,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.8,20030226
0.0,20030226
0.0,20030226
0.0,20030226
-0.16666666666666666,20030226
-0.16666666666666666,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.25,20030226
-0.25,20030226
0.1,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
-0.2,20030226
0.8,20030226
0.0,20030226
0.0,20030226
0.25,20030226
-0.16666666666666666,20030226
0.5,20030226
0.0,20030226
0.0,20030226
0.4,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.1,20030226
-0.2,20030226
0.0,20030226
0.0,20030226
0.13636363636363635,20030226
0.0,20030226
0.0,20030226
-0.1555555555555556,20030226
0.0,20030226
-0.2,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.1,20030226
0.4,20030226
0.0,20030226
0.0,20030226
0.1481818181818182,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.1,20030226
0.8,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
-0.30000000000000004,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
-0.1555555555555556,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.13636363636363635,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
-0.1875,20030226
0.0,20030226
0.0,20030226
0.024999999999999998,20030226
0.0,20030226
0.0,20030226
0.3666666666666667,20030226
0.5,20030226
0.0,20030226
0.0,20030226
0.13636363636363635,20030226
0.0,20030226
0.8,20030226
0.0,20030226
0.1,20030226
0.0,20030226
-0.125,20030226
0.0,20030226
-0.1555555555555556,20030226
-0.1,20030226
0.6,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.16,20030226
0.8,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.2272727272727273,20030226
0.0,20030226
0.0,20030226
0.0,20030226
-0.2,20030226
0.0,20030226
0.1,20030226
-0.3,20030226
0.25,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.5,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.25,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
0.0,20030226
-0.1,20030226
